,id,ल्युट्,ण्वुल्,तृच्,यत्,तव्य,अनीयर्,क्त,क्तवतु,शानच्,स्य-शानच्,भावकर्म-शानच्,स्य-भावकर्म-शानच्,क्त्वा,ल्यप्,तुमुन्,णमुल्,घञ्,क्तिन्,अच्,क्वसु,चानश्,वुन्,अ,वरच्
1737,10.0346,(जेजिरण)---जेजिरणम्,(जेजिरक)-जेजिरकः-जेजिरिका-जेजिरकम्,(जेजिरितृ)-जेजिरिता-जेजिरित्री-जेजिरितृ,(जेजीर्य)-जेजीर्यः-जेजीर्या-जेजीर्यम्,(जेजिरितव्य)-जेजिरितव्यः-जेजिरितव्या-जेजिरितव्यम्,(जेजिरणीय)-जेजिरणीयः-जेजिरणीया-जेजिरणीयम्,(जेजिरित)-जेजिरितः-जेजिरिता-जेजिरितम्,(जेजिरितवत्)-जेजिरितवान्-जेजिरितवती-जेजिरितवत्/जेजिरितवद्,(जेजीर्यमाण)-जेजीर्यमाणः-जेजीर्यमाणा-जेजीर्यमाणम्,(जेजिरिष्यमाण)-जेजिरिष्यमाणः-जेजिरिष्यमाणा-जेजिरिष्यमाणम्,(जेजीर्यमाण)-जेजीर्यमाणः-जेजीर्यमाणा-जेजीर्यमाणम्,(जेजिरिष्यमाण)-जेजिरिष्यमाणः-जेजिरिष्यमाणा-जेजिरिष्यमाणम्,(जेजिरित्वा)---,(प्रजेजीर्य)---,(जेजिरितुम्)---,(जेजिरम्)---,(जेजिर)-जेजिरः--,(जेजीर्ति)--जेजीर्तिः-,(जेजिर)-जेजिरः-जेजिरा-जेजिरम्,[(जेजिराम्बभूवस्-जेजिरामासिवस्-जेजिराञ्चकृवस्)- (जेजिराम्बभूवान्-जेजिरामासिवान्-जेजिराञ्चकृवान्)- (जेजिराम्बभूषी-जेजिरामास्युषी-जेजिराञ्चक्रुषी)- (जेजिराम्बभूवत्/जेजिराम्बभूवद्-जेजिरामासिवत्/जेजिरामासिवद्-जेजिराञ्चकृवत्/जेजिराञ्चकृवद्)],(जेजीर्यमाण)-जेजीर्यमाणः-जेजीर्यमाणा-जेजीर्यमाणम्,(जेजिरक)-जेजिरकः-जेजिरिका-जेजिरकम्,(जेजिरा)--जेजिरा-,
1738,10.0347,(जेज्रीयण)---जेज्रीयणम्,(जेज्रीयक)-जेज्रीयकः-जेज्रीयिका-जेज्रीयकम्,(जेज्रीयितृ)-जेज्रीयिता-जेज्रीयित्री-जेज्रीयितृ,(जेज्रीय्य)-जेज्रीय्यः-जेज्रीय्या-जेज्रीय्यम्,(जेज्रीयितव्य)-जेज्रीयितव्यः-जेज्रीयितव्या-जेज्रीयितव्यम्,(जेज्रीयणीय)-जेज्रीयणीयः-जेज्रीयणीया-जेज्रीयणीयम्,(जेज्रीयित)-जेज्रीयितः-जेज्रीयिता-जेज्रीयितम्,(जेज्रीयितवत्)-जेज्रीयितवान्-जेज्रीयितवती-जेज्रीयितवत्/जेज्रीयितवद्,(जेज्रीयमाण)-जेज्रीयमाणः-जेज्रीयमाणा-जेज्रीयमाणम्,(जेज्रीयिष्यमाण)-जेज्रीयिष्यमाणः-जेज्रीयिष्यमाणा-जेज्रीयिष्यमाणम्,(जेज्रीय्यमाण)-जेज्रीय्यमाणः-जेज्रीय्यमाणा-जेज्रीय्यमाणम्,(जेज्रीयिष्यमाण)-जेज्रीयिष्यमाणः-जेज्रीयिष्यमाणा-जेज्रीयिष्यमाणम्,(जेज्रीयित्वा)---,(प्रजेज्रीय्य)---,(जेज्रीयितुम्)---,(जेज्रीयम्)---,(जेज्रीय)-जेज्रीयः--,(जेज्रीति)--जेज्रीतिः-,(जेज्रिय)-जेज्रियः-जेज्रिया-जेज्रियम्,[(जेज्रीयाम्बभूवस्-जेज्रीयामासिवस्-जेज्रीयाञ्चकृवस्)- (जेज्रीयाम्बभूवान्-जेज्रीयामासिवान्-जेज्रीयाञ्चकृवान्)- (जेज्रीयाम्बभूषी-जेज्रीयामास्युषी-जेज्रीयाञ्चक्रुषी)- (जेज्रीयाम्बभूवत्/जेज्रीयाम्बभूवद्-जेज्रीयामासिवत्/जेज्रीयामासिवद्-जेज्रीयाञ्चकृवत्/जेज्रीयाञ्चकृवद्)],(जेज्रीयमाण)-जेज्रीयमाणः-जेज्रीयमाणा-जेज्रीयमाणम्,(जेज्रीयक)-जेज्रीयकः-जेज्रीयिका-जेज्रीयकम्,(जेज्रीया)--जेज्रीया-,
1739,10.0348,(रेरिचन)---रेरिचनम्,(रेरिचक)-रेरिचकः-रेरिचिका-रेरिचकम्,(रेरिचितृ)-रेरिचिता-रेरिचित्री-रेरिचितृ,(रेरिच्य)-रेरिच्यः-रेरिच्या-रेरिच्यम्,(रेरिचितव्य)-रेरिचितव्यः-रेरिचितव्या-रेरिचितव्यम्,(रेरिचनीय)-रेरिचनीयः-रेरिचनीया-रेरिचनीयम्,(रेरिचित)-रेरिचितः-रेरिचिता-रेरिचितम्,(रेरिचितवत्)-रेरिचितवान्-रेरिचितवती-रेरिचितवत्/रेरिचितवद्,(रेरिच्यमान)-रेरिच्यमानः-रेरिच्यमाना-रेरिच्यमानम्,(रेरिचिष्यमाण)-रेरिचिष्यमाणः-रेरिचिष्यमाणा-रेरिचिष्यमाणम्,(रेरिच्यमान)-रेरिच्यमानः-रेरिच्यमाना-रेरिच्यमानम्,(रेरिचिष्यमाण)-रेरिचिष्यमाणः-रेरिचिष्यमाणा-रेरिचिष्यमाणम्,(रेरिचित्वा)---,(प्ररेरिच्य)---,(रेरिचितुम्)---,(रेरिचम्)---,(रेरिक)-रेरिकः--,(रेरिक्ति)--रेरिक्तिः-,(रेरिच)-रेरिचः-रेरिचा-रेरिचम्,[(रेरिचाम्बभूवस्-रेरिचामासिवस्-रेरिचाञ्चकृवस्)- (रेरिचाम्बभूवान्-रेरिचामासिवान्-रेरिचाञ्चकृवान्)- (रेरिचाम्बभूषी-रेरिचामास्युषी-रेरिचाञ्चक्रुषी)- (रेरिचाम्बभूवत्/रेरिचाम्बभूवद्-रेरिचामासिवत्/रेरिचामासिवद्-रेरिचाञ्चकृवत्/रेरिचाञ्चकृवद्)],(रेरिच्यमान)-रेरिच्यमानः-रेरिच्यमाना-रेरिच्यमानम्,(रेरिचक)-रेरिचकः-रेरिचिका-रेरिचकम्,(रेरिचा)--रेरिचा-,
1740,10.0349,(शेशिषण)---शेशिषणम्,(शेशिषक)-शेशिषकः-शेशिषिका-शेशिषकम्,(शेशिषितृ)-शेशिषिता-शेशिषित्री-शेशिषितृ,(शेशिष्य)-शेशिष्यः-शेशिष्या-शेशिष्यम्,(शेशिषितव्य)-शेशिषितव्यः-शेशिषितव्या-शेशिषितव्यम्,(शेशिषणीय)-शेशिषणीयः-शेशिषणीया-शेशिषणीयम्,(शेशिषित)-शेशिषितः-शेशिषिता-शेशिषितम्,(शेशिषितवत्)-शेशिषितवान्-शेशिषितवती-शेशिषितवत्/शेशिषितवद्,(शेशिष्यमाण)-शेशिष्यमाणः-शेशिष्यमाणा-शेशिष्यमाणम्,(शेशिषिष्यमाण)-शेशिषिष्यमाणः-शेशिषिष्यमाणा-शेशिषिष्यमाणम्,(शेशिष्यमाण)-शेशिष्यमाणः-शेशिष्यमाणा-शेशिष्यमाणम्,(शेशिषिष्यमाण)-शेशिषिष्यमाणः-शेशिषिष्यमाणा-शेशिषिष्यमाणम्,(शेशिषित्वा)---,(प्रशेशिष्य)---,(शेशिषितुम्)---,(शेशिषम्)---,(शेशिष)-शेशिषः--,(शेशिष्टि)--शेशिष्टिः-,(शेशिष)-शेशिषः-शेशिषा-शेशिषम्,[(शेशिषाम्बभूवस्-शेशिषामासिवस्-शेशिषाञ्चकृवस्)- (शेशिषाम्बभूवान्-शेशिषामासिवान्-शेशिषाञ्चकृवान्)- (शेशिषाम्बभूषी-शेशिषामास्युषी-शेशिषाञ्चक्रुषी)- (शेशिषाम्बभूवत्/शेशिषाम्बभूवद्-शेशिषामासिवत्/शेशिषामासिवद्-शेशिषाञ्चकृवत्/शेशिषाञ्चकृवद्)],(शेशिष्यमाण)-शेशिष्यमाणः-शेशिष्यमाणा-शेशिष्यमाणम्,(शेशिषक)-शेशिषकः-शेशिषिका-शेशिषकम्,(शेशिषा)--शेशिषा-,
1741,10.0350,(तातपन)---तातपनम्,(तातपक)-तातपकः-तातपिका-तातपकम्,(तातपितृ)-तातपिता-तातपित्री-तातपितृ,(तातप्य)-तातप्यः-तातप्या-तातप्यम्,(तातपितव्य)-तातपितव्यः-तातपितव्या-तातपितव्यम्,(तातपनीय)-तातपनीयः-तातपनीया-तातपनीयम्,(तातपित)-तातपितः-तातपिता-तातपितम्,(तातपितवत्)-तातपितवान्-तातपितवती-तातपितवत्/तातपितवद्,(तातप्यमान)-तातप्यमानः-तातप्यमाना-तातप्यमानम्,(तातपिष्यमाण)-तातपिष्यमाणः-तातपिष्यमाणा-तातपिष्यमाणम्,(तातप्यमान)-तातप्यमानः-तातप्यमाना-तातप्यमानम्,(तातपिष्यमाण)-तातपिष्यमाणः-तातपिष्यमाणा-तातपिष्यमाणम्,(तातपित्वा)---,(प्रतातप्य)---,(तातपितुम्)---,(तातपम्)---,(तातप)-तातपः--,(तातप्ति)--तातप्तिः-,(तातप)-तातपः-तातपा-तातपम्,[(तातपाम्बभूवस्-तातपामासिवस्-तातपाञ्चकृवस्)- (तातपाम्बभूवान्-तातपामासिवान्-तातपाञ्चकृवान्)- (तातपाम्बभूषी-तातपामास्युषी-तातपाञ्चक्रुषी)- (तातपाम्बभूवत्/तातपाम्बभूवद्-तातपामासिवत्/तातपामासिवद्-तातपाञ्चकृवत्/तातपाञ्चकृवद्)],(तातप्यमान)-तातप्यमानः-तातप्यमाना-तातप्यमानम्,(तातपक)-तातपकः-तातपिका-तातपकम्,(तातपा)--तातपा-,
1742,10.0351,(तरीतृपण)---तरीतृपणम्,(तरीतृपक)-तरीतृपकः-तरीतृपिका-तरीतृपकम्,(तरीतृपितृ)-तरीतृपिता-तरीतृपित्री-तरीतृपितृ,(तरीतृप्य)-तरीतृप्यः-तरीतृप्या-तरीतृप्यम्,(तरीतृपितव्य)-तरीतृपितव्यः-तरीतृपितव्या-तरीतृपितव्यम्,(तरीतृपणीय)-तरीतृपणीयः-तरीतृपणीया-तरीतृपणीयम्,(तरीतृपित)-तरीतृपितः-तरीतृपिता-तरीतृपितम्,(तरीतृपितवत्)-तरीतृपितवान्-तरीतृपितवती-तरीतृपितवत्/तरीतृपितवद्,(तरीतृप्यमाण)-तरीतृप्यमाणः-तरीतृप्यमाणा-तरीतृप्यमाणम्,(तरीतृपिष्यमाण)-तरीतृपिष्यमाणः-तरीतृपिष्यमाणा-तरीतृपिष्यमाणम्,(तरीतृप्यमाण)-तरीतृप्यमाणः-तरीतृप्यमाणा-तरीतृप्यमाणम्,(तरीतृपिष्यमाण)-तरीतृपिष्यमाणः-तरीतृपिष्यमाणा-तरीतृपिष्यमाणम्,(तरीतृपित्वा)---,(प्रतरीतृप्य)---,(तरीतृपितुम्)---,(तरीतृपम्)---,(तरीतृप)-तरीतृपः--,(तरीतृप्ति)--तरीतृप्तिः-,(तरीतृप)-तरीतृपः-तरीतृपा-तरीतृपम्,[(तरीतृपाम्बभूवस्-तरीतृपामासिवस्-तरीतृपाञ्चकृवस्)- (तरीतृपाम्बभूवान्-तरीतृपामासिवान्-तरीतृपाञ्चकृवान्)- (तरीतृपाम्बभूषी-तरीतृपामास्युषी-तरीतृपाञ्चक्रुषी)- (तरीतृपाम्बभूवत्/तरीतृपाम्बभूवद्-तरीतृपामासिवत्/तरीतृपामासिवद्-तरीतृपाञ्चकृवत्/तरीतृपाञ्चकृवद्)],(तरीतृप्यमाण)-तरीतृप्यमाणः-तरीतृप्यमाणा-तरीतृप्यमाणम्,(तरीतृपक)-तरीतृपकः-तरीतृपिका-तरीतृपकम्,(तरीतृपा)--तरीतृपा-,
1743,10.0352,(चरीच्छृदन)---चरीच्छृदनम्,(चरीच्छृदक)-चरीच्छृदकः-चरीच्छृदिका-चरीच्छृदकम्,(चरीच्छृदितृ)-चरीच्छृदिता-चरीच्छृदित्री-चरीच्छृदितृ,(चरीच्छृद्य)-चरीच्छृद्यः-चरीच्छृद्या-चरीच्छृद्यम्,(चरीच्छृदितव्य)-चरीच्छृदितव्यः-चरीच्छृदितव्या-चरीच्छृदितव्यम्,(चरीच्छृदनीय)-चरीच्छृदनीयः-चरीच्छृदनीया-चरीच्छृदनीयम्,(चरीच्छृदित)-चरीच्छृदितः-चरीच्छृदिता-चरीच्छृदितम्,(चरीच्छृदितवत्)-चरीच्छृदितवान्-चरीच्छृदितवती-चरीच्छृदितवत्/चरीच्छृदितवद्,(चरीच्छृद्यमान)-चरीच्छृद्यमानः-चरीच्छृद्यमाना-चरीच्छृद्यमानम्,(चरीच्छृदिष्यमाण)-चरीच्छृदिष्यमाणः-चरीच्छृदिष्यमाणा-चरीच्छृदिष्यमाणम्,(चरीच्छृद्यमान)-चरीच्छृद्यमानः-चरीच्छृद्यमाना-चरीच्छृद्यमानम्,(चरीच्छृदिष्यमाण)-चरीच्छृदिष्यमाणः-चरीच्छृदिष्यमाणा-चरीच्छृदिष्यमाणम्,(चरीच्छृदित्वा)---,(प्रचरीच्छृद्य)---,(चरीच्छृदितुम्)---,(चरीच्छृदम्)---,(चरीच्छृद)-चरीच्छृदः--,(चरीच्छृत्ति)--चरीच्छृत्तिः-,(चरीच्छृद)-चरीच्छृदः-चरीच्छृदा-चरीच्छृदम्,[(चरीच्छृदाम्बभूवस्-चरीच्छृदामासिवस्-चरीच्छृदाञ्चकृवस्)- (चरीच्छृदाम्बभूवान्-चरीच्छृदामासिवान्-चरीच्छृदाञ्चकृवान्)- (चरीच्छृदाम्बभूषी-चरीच्छृदामास्युषी-चरीच्छृदाञ्चक्रुषी)- (चरीच्छृदाम्बभूवत्/चरीच्छृदाम्बभूवद्-चरीच्छृदामासिवत्/चरीच्छृदामासिवद्-चरीच्छृदाञ्चकृवत्/चरीच्छृदाञ्चकृवद्)],(चरीच्छृद्यमान)-चरीच्छृद्यमानः-चरीच्छृद्यमाना-चरीच्छृद्यमानम्,(चरीच्छृदक)-चरीच्छृदकः-चरीच्छृदिका-चरीच्छृदकम्,(चरीच्छृदा)--चरीच्छृदा-,
1744,10.0353,(चरीचृपण)---चरीचृपणम्,(चरीचृपक)-चरीचृपकः-चरीचृपिका-चरीचृपकम्,(चरीचृपितृ)-चरीचृपिता-चरीचृपित्री-चरीचृपितृ,(चरीचृप्य)-चरीचृप्यः-चरीचृप्या-चरीचृप्यम्,(चरीचृपितव्य)-चरीचृपितव्यः-चरीचृपितव्या-चरीचृपितव्यम्,(चरीचृपणीय)-चरीचृपणीयः-चरीचृपणीया-चरीचृपणीयम्,(चरीचृपित)-चरीचृपितः-चरीचृपिता-चरीचृपितम्,(चरीचृपितवत्)-चरीचृपितवान्-चरीचृपितवती-चरीचृपितवत्/चरीचृपितवद्,(चरीचृप्यमाण)-चरीचृप्यमाणः-चरीचृप्यमाणा-चरीचृप्यमाणम्,(चरीचृपिष्यमाण)-चरीचृपिष्यमाणः-चरीचृपिष्यमाणा-चरीचृपिष्यमाणम्,(चरीचृप्यमाण)-चरीचृप्यमाणः-चरीचृप्यमाणा-चरीचृप्यमाणम्,(चरीचृपिष्यमाण)-चरीचृपिष्यमाणः-चरीचृपिष्यमाणा-चरीचृपिष्यमाणम्,(चरीचृपित्वा)---,(प्रचरीचृप्य)---,(चरीचृपितुम्)---,(चरीचृपम्)---,(चरीचृप)-चरीचृपः--,(चरीचृप्ति)--चरीचृप्तिः-,(चरीचृप)-चरीचृपः-चरीचृपा-चरीचृपम्,[(चरीचृपाम्बभूवस्-चरीचृपामासिवस्-चरीचृपाञ्चकृवस्)- (चरीचृपाम्बभूवान्-चरीचृपामासिवान्-चरीचृपाञ्चकृवान्)- (चरीचृपाम्बभूषी-चरीचृपामास्युषी-चरीचृपाञ्चक्रुषी)- (चरीचृपाम्बभूवत्/चरीचृपाम्बभूवद्-चरीचृपामासिवत्/चरीचृपामासिवद्-चरीचृपाञ्चकृवत्/चरीचृपाञ्चकृवद्)],(चरीचृप्यमाण)-चरीचृप्यमाणः-चरीचृप्यमाणा-चरीचृप्यमाणम्,(चरीचृपक)-चरीचृपकः-चरीचृपिका-चरीचृपकम्,(चरीचृपा)--चरीचृपा-,
1745,10.0354,(चरीच्छृपण)---चरीच्छृपणम्,(चरीच्छृपक)-चरीच्छृपकः-चरीच्छृपिका-चरीच्छृपकम्,(चरीच्छृपितृ)-चरीच्छृपिता-चरीच्छृपित्री-चरीच्छृपितृ,(चरीच्छृप्य)-चरीच्छृप्यः-चरीच्छृप्या-चरीच्छृप्यम्,(चरीच्छृपितव्य)-चरीच्छृपितव्यः-चरीच्छृपितव्या-चरीच्छृपितव्यम्,(चरीच्छृपणीय)-चरीच्छृपणीयः-चरीच्छृपणीया-चरीच्छृपणीयम्,(चरीच्छृपित)-चरीच्छृपितः-चरीच्छृपिता-चरीच्छृपितम्,(चरीच्छृपितवत्)-चरीच्छृपितवान्-चरीच्छृपितवती-चरीच्छृपितवत्/चरीच्छृपितवद्,(चरीच्छृप्यमाण)-चरीच्छृप्यमाणः-चरीच्छृप्यमाणा-चरीच्छृप्यमाणम्,(चरीच्छृपिष्यमाण)-चरीच्छृपिष्यमाणः-चरीच्छृपिष्यमाणा-चरीच्छृपिष्यमाणम्,(चरीच्छृप्यमाण)-चरीच्छृप्यमाणः-चरीच्छृप्यमाणा-चरीच्छृप्यमाणम्,(चरीच्छृपिष्यमाण)-चरीच्छृपिष्यमाणः-चरीच्छृपिष्यमाणा-चरीच्छृपिष्यमाणम्,(चरीच्छृपित्वा)---,(प्रचरीच्छृप्य)---,(चरीच्छृपितुम्)---,(चरीच्छृपम्)---,(चरीच्छृप)-चरीच्छृपः--,(चरीच्छृप्ति)--चरीच्छृप्तिः-,(चरीच्छृप)-चरीच्छृपः-चरीच्छृपा-चरीच्छृपम्,[(चरीच्छृपाम्बभूवस्-चरीच्छृपामासिवस्-चरीच्छृपाञ्चकृवस्)- (चरीच्छृपाम्बभूवान्-चरीच्छृपामासिवान्-चरीच्छृपाञ्चकृवान्)- (चरीच्छृपाम्बभूषी-चरीच्छृपामास्युषी-चरीच्छृपाञ्चक्रुषी)- (चरीच्छृपाम्बभूवत्/चरीच्छृपाम्बभूवद्-चरीच्छृपामासिवत्/चरीच्छृपामासिवद्-चरीच्छृपाञ्चकृवत्/चरीच्छृपाञ्चकृवद्)],(चरीच्छृप्यमाण)-चरीच्छृप्यमाणः-चरीच्छृप्यमाणा-चरीच्छृप्यमाणम्,(चरीच्छृपक)-चरीच्छृपकः-चरीच्छृपिका-चरीच्छृपकम्,(चरीच्छृपा)--चरीच्छृपा-,
1746,10.0355,(तरीतृपण)---तरीतृपणम्,(तरीतृपक)-तरीतृपकः-तरीतृपिका-तरीतृपकम्,(तरीतृपितृ)-तरीतृपिता-तरीतृपित्री-तरीतृपितृ,(तरीतृप्य)-तरीतृप्यः-तरीतृप्या-तरीतृप्यम्,(तरीतृपितव्य)-तरीतृपितव्यः-तरीतृपितव्या-तरीतृपितव्यम्,(तरीतृपणीय)-तरीतृपणीयः-तरीतृपणीया-तरीतृपणीयम्,(तरीतृपित)-तरीतृपितः-तरीतृपिता-तरीतृपितम्,(तरीतृपितवत्)-तरीतृपितवान्-तरीतृपितवती-तरीतृपितवत्/तरीतृपितवद्,(तरीतृप्यमाण)-तरीतृप्यमाणः-तरीतृप्यमाणा-तरीतृप्यमाणम्,(तरीतृपिष्यमाण)-तरीतृपिष्यमाणः-तरीतृपिष्यमाणा-तरीतृपिष्यमाणम्,(तरीतृप्यमाण)-तरीतृप्यमाणः-तरीतृप्यमाणा-तरीतृप्यमाणम्,(तरीतृपिष्यमाण)-तरीतृपिष्यमाणः-तरीतृपिष्यमाणा-तरीतृपिष्यमाणम्,(तरीतृपित्वा)---,(प्रतरीतृप्य)---,(तरीतृपितुम्)---,(तरीतृपम्)---,(तरीतृप)-तरीतृपः--,(तरीतृप्ति)--तरीतृप्तिः-,(तरीतृप)-तरीतृपः-तरीतृपा-तरीतृपम्,[(तरीतृपाम्बभूवस्-तरीतृपामासिवस्-तरीतृपाञ्चकृवस्)- (तरीतृपाम्बभूवान्-तरीतृपामासिवान्-तरीतृपाञ्चकृवान्)- (तरीतृपाम्बभूषी-तरीतृपामास्युषी-तरीतृपाञ्चक्रुषी)- (तरीतृपाम्बभूवत्/तरीतृपाम्बभूवद्-तरीतृपामासिवत्/तरीतृपामासिवद्-तरीतृपाञ्चकृवत्/तरीतृपाञ्चकृवद्)],(तरीतृप्यमाण)-तरीतृप्यमाणः-तरीतृप्यमाणा-तरीतृप्यमाणम्,(तरीतृपक)-तरीतृपकः-तरीतृपिका-तरीतृपकम्,(तरीतृपा)--तरीतृपा-,
1747,10.0356,(दरीदृपण)---दरीदृपणम्,(दरीदृपक)-दरीदृपकः-दरीदृपिका-दरीदृपकम्,(दरीदृपितृ)-दरीदृपिता-दरीदृपित्री-दरीदृपितृ,(दरीदृप्य)-दरीदृप्यः-दरीदृप्या-दरीदृप्यम्,(दरीदृपितव्य)-दरीदृपितव्यः-दरीदृपितव्या-दरीदृपितव्यम्,(दरीदृपणीय)-दरीदृपणीयः-दरीदृपणीया-दरीदृपणीयम्,(दरीदृपित)-दरीदृपितः-दरीदृपिता-दरीदृपितम्,(दरीदृपितवत्)-दरीदृपितवान्-दरीदृपितवती-दरीदृपितवत्/दरीदृपितवद्,(दरीदृप्यमाण)-दरीदृप्यमाणः-दरीदृप्यमाणा-दरीदृप्यमाणम्,(दरीदृपिष्यमाण)-दरीदृपिष्यमाणः-दरीदृपिष्यमाणा-दरीदृपिष्यमाणम्,(दरीदृप्यमाण)-दरीदृप्यमाणः-दरीदृप्यमाणा-दरीदृप्यमाणम्,(दरीदृपिष्यमाण)-दरीदृपिष्यमाणः-दरीदृपिष्यमाणा-दरीदृपिष्यमाणम्,(दरीदृपित्वा)---,(प्रदरीदृप्य)---,(दरीदृपितुम्)---,(दरीदृपम्)---,(दरीदृप)-दरीदृपः--,(दरीदृप्ति)--दरीदृप्तिः-,(दरीदृप)-दरीदृपः-दरीदृपा-दरीदृपम्,[(दरीदृपाम्बभूवस्-दरीदृपामासिवस्-दरीदृपाञ्चकृवस्)- (दरीदृपाम्बभूवान्-दरीदृपामासिवान्-दरीदृपाञ्चकृवान्)- (दरीदृपाम्बभूषी-दरीदृपामास्युषी-दरीदृपाञ्चक्रुषी)- (दरीदृपाम्बभूवत्/दरीदृपाम्बभूवद्-दरीदृपामासिवत्/दरीदृपामासिवद्-दरीदृपाञ्चकृवत्/दरीदृपाञ्चकृवद्)],(दरीदृप्यमाण)-दरीदृप्यमाणः-दरीदृप्यमाणा-दरीदृप्यमाणम्,(दरीदृपक)-दरीदृपकः-दरीदृपिका-दरीदृपकम्,(दरीदृपा)--दरीदृपा-,
1748,10.0357,(दरीदृभण)---दरीदृभणम्,(दरीदृभक)-दरीदृभकः-दरीदृभिका-दरीदृभकम्,(दरीदृभितृ)-दरीदृभिता-दरीदृभित्री-दरीदृभितृ,(दरीदृभ्य)-दरीदृभ्यः-दरीदृभ्या-दरीदृभ्यम्,(दरीदृभितव्य)-दरीदृभितव्यः-दरीदृभितव्या-दरीदृभितव्यम्,(दरीदृभणीय)-दरीदृभणीयः-दरीदृभणीया-दरीदृभणीयम्,(दरीदृभित)-दरीदृभितः-दरीदृभिता-दरीदृभितम्,(दरीदृभितवत्)-दरीदृभितवान्-दरीदृभितवती-दरीदृभितवत्/दरीदृभितवद्,(दरीदृभ्यमाण)-दरीदृभ्यमाणः-दरीदृभ्यमाणा-दरीदृभ्यमाणम्,(दरीदृभिष्यमाण)-दरीदृभिष्यमाणः-दरीदृभिष्यमाणा-दरीदृभिष्यमाणम्,(दरीदृभ्यमाण)-दरीदृभ्यमाणः-दरीदृभ्यमाणा-दरीदृभ्यमाणम्,(दरीदृभिष्यमाण)-दरीदृभिष्यमाणः-दरीदृभिष्यमाणा-दरीदृभिष्यमाणम्,(दरीदृभित्वा)---,(प्रदरीदृभ्य)---,(दरीदृभितुम्)---,(दरीदृभम्)---,(दरीदृभ)-दरीदृभः--,(दरीदृब्धि)--दरीदृब्धिः-,(दरीदृभ)-दरीदृभः-दरीदृभा-दरीदृभम्,[(दरीदृभाम्बभूवस्-दरीदृभामासिवस्-दरीदृभाञ्चकृवस्)- (दरीदृभाम्बभूवान्-दरीदृभामासिवान्-दरीदृभाञ्चकृवान्)- (दरीदृभाम्बभूषी-दरीदृभामास्युषी-दरीदृभाञ्चक्रुषी)- (दरीदृभाम्बभूवत्/दरीदृभाम्बभूवद्-दरीदृभामासिवत्/दरीदृभामासिवद्-दरीदृभाञ्चकृवत्/दरीदृभाञ्चकृवद्)],(दरीदृभ्यमाण)-दरीदृभ्यमाणः-दरीदृभ्यमाणा-दरीदृभ्यमाणम्,(दरीदृभक)-दरीदृभकः-दरीदृभिका-दरीदृभकम्,(दरीदृभा)--दरीदृभा-,
1749,10.0358,(दरीदृभण)---दरीदृभणम्,(दरीदृभक)-दरीदृभकः-दरीदृभिका-दरीदृभकम्,(दरीदृभितृ)-दरीदृभिता-दरीदृभित्री-दरीदृभितृ,(दरीदृभ्य)-दरीदृभ्यः-दरीदृभ्या-दरीदृभ्यम्,(दरीदृभितव्य)-दरीदृभितव्यः-दरीदृभितव्या-दरीदृभितव्यम्,(दरीदृभणीय)-दरीदृभणीयः-दरीदृभणीया-दरीदृभणीयम्,(दरीदृभित)-दरीदृभितः-दरीदृभिता-दरीदृभितम्,(दरीदृभितवत्)-दरीदृभितवान्-दरीदृभितवती-दरीदृभितवत्/दरीदृभितवद्,(दरीदृभ्यमाण)-दरीदृभ्यमाणः-दरीदृभ्यमाणा-दरीदृभ्यमाणम्,(दरीदृभिष्यमाण)-दरीदृभिष्यमाणः-दरीदृभिष्यमाणा-दरीदृभिष्यमाणम्,(दरीदृभ्यमाण)-दरीदृभ्यमाणः-दरीदृभ्यमाणा-दरीदृभ्यमाणम्,(दरीदृभिष्यमाण)-दरीदृभिष्यमाणः-दरीदृभिष्यमाणा-दरीदृभिष्यमाणम्,(दरीदृभित्वा)---,(प्रदरीदृभ्य)---,(दरीदृभितुम्)---,(दरीदृभम्)---,(दरीदृभ)-दरीदृभः--,(दरीदृब्धि)--दरीदृब्धिः-,(दरीदृभ)-दरीदृभः-दरीदृभा-दरीदृभम्,[(दरीदृभाम्बभूवस्-दरीदृभामासिवस्-दरीदृभाञ्चकृवस्)- (दरीदृभाम्बभूवान्-दरीदृभामासिवान्-दरीदृभाञ्चकृवान्)- (दरीदृभाम्बभूषी-दरीदृभामास्युषी-दरीदृभाञ्चक्रुषी)- (दरीदृभाम्बभूवत्/दरीदृभाम्बभूवद्-दरीदृभामासिवत्/दरीदृभामासिवद्-दरीदृभाञ्चकृवत्/दरीदृभाञ्चकृवद्)],(दरीदृभ्यमाण)-दरीदृभ्यमाणः-दरीदृभ्यमाणा-दरीदृभ्यमाणम्,(दरीदृभक)-दरीदृभकः-दरीदृभिका-दरीदृभकम्,(दरीदृभा)--दरीदृभा-,
