,id,ल्युट्,ण्वुल्,तृच्,यत्,ण्यत्,तव्य,अनीयर्,क्त,क्तवतु,शतृ,स्य-शतृ,भावकर्म-शानच्,स्य-भावकर्म-शानच्,क्त्वा,ल्यप्,तुमुन्,णमुल्,घञ्,क्तिन्,अच्,क्वसु,उकञ्,चानश्,वुन्,ग्स्नु,शानच्,स्य-शानच्,अ,आरु,नङ्,वुञ्,ल्यु,अथुच्,क्यप्,ण,अङ्,र,अप्,षाकन्,आलुच्,इत्र,क्वरप्,उ,घुरच्,क्मरच्,वरच्,ष्ट्रन्,घिनुण्,क्त्रि,ष्वुन्,ण्युट्,थकन्,शानन्,ङ्वनिप्,कुरच्,नन्,नजिङ्,क्लुकन्,क्रुकन्,क्रु,श,क्नु,अतृन्
61,01.0062,(खर्दन)---खर्दनम्,(खर्दक)-खर्दकः-खर्दिका-खर्दकम्,(खर्दितृ)-खर्दिता-खर्दित्री-खर्दितृ,,(खर्द्य)-खर्द्यः-खर्द्या-खर्द्यम्,(खर्दितव्य)-खर्दितव्यः-खर्दितव्या-खर्दितव्यम्,(खर्दनीय)-खर्दनीयः-खर्दनीया-खर्दनीयम्,(खर्दित)-खर्दितः-खर्दिता-खर्दितम्,(खर्दितवत्)-खर्दितवान्-खर्दितवती-खर्दितवत्/खर्दितवद्,(खर्दत्)-खर्दन्-खर्दन्ती-खर्दत्/खर्दद्,(खर्दिष्यत्)-खर्दिष्यन्-खर्दिष्यती/खर्दिष्यन्ती-खर्दिष्यत्/खर्दिष्यद्,(खर्द्यमान)-खर्द्यमानः-खर्द्यमाना-खर्द्यमानम्,(खर्दिष्यमाण)-खर्दिष्यमाणः-खर्दिष्यमाणा-खर्दिष्यमाणम्,(खर्दित्वा)---,(प्रखर्द्य)---,(खर्दितुम्)---,(खर्दम्)---,(खर्द)-खर्दः--,[(खर्ति-खर्त्ति)- (-)- (खर्तिः-खर्त्तिः)- (-)],(खर्द)-खर्दः-खर्दा-खर्दम्,(चखर्द्वस्)-चखर्द्वान्-चखर्दुषी-चखर्द्वत्/चखर्द्वद्,,(खर्दमान)-खर्दमानः-खर्दमाना-खर्दमानम्,(खर्दक)-खर्दकः-खर्दिका-खर्दकम्,,,,(खर्दा)--खर्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,01.0063,(अन्तन)---अन्तनम्,(अन्तक)-अन्तकः-अन्तिका-अन्तकम्,(अन्तितृ)-अन्तिता-अन्तित्री-अन्तितृ,,(अन्त्य)-अन्त्यः-अन्त्या-अन्त्यम्,(अन्तितव्य)-अन्तितव्यः-अन्तितव्या-अन्तितव्यम्,(अन्तनीय)-अन्तनीयः-अन्तनीया-अन्तनीयम्,(अन्तित)-अन्तितः-अन्तिता-अन्तितम्,(अन्तितवत्)-अन्तितवान्-अन्तितवती-अन्तितवत्/अन्तितवद्,(अन्तत्)-अन्तन्-अन्तन्ती-अन्तत्/अन्तद्,(अन्तिष्यत्)-अन्तिष्यन्-अन्तिष्यती/अन्तिष्यन्ती-अन्तिष्यत्/अन्तिष्यद्,(अन्त्यमान)-अन्त्यमानः-अन्त्यमाना-अन्त्यमानम्,(अन्तिष्यमाण)-अन्तिष्यमाणः-अन्तिष्यमाणा-अन्तिष्यमाणम्,(अन्तित्वा)---,(प्रान्त्य)---,(अन्तितुम्)---,(अन्तम्)---,(अन्त)-अन्तः--,[(अन्ति-अन्त्ति)- (-)- (अन्तिः-अन्त्तिः)- (-)],(अन्त)-अन्तः-अन्ता-अन्तम्,(आनन्तिवस्)-आनन्तिवान्-आनन्तुषी-आनन्तिवत्/आनन्तिवद्,,(अन्तमान)-अन्तमानः-अन्तमाना-अन्तमानम्,(अन्तक)-अन्तकः-अन्तिका-अन्तकम्,,,,(अन्ता)--अन्ता-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,01.0064,(अन्दन)---अन्दनम्,(अन्दक)-अन्दकः-अन्दिका-अन्दकम्,(अन्दितृ)-अन्दिता-अन्दित्री-अन्दितृ,,(अन्द्य)-अन्द्यः-अन्द्या-अन्द्यम्,(अन्दितव्य)-अन्दितव्यः-अन्दितव्या-अन्दितव्यम्,(अन्दनीय)-अन्दनीयः-अन्दनीया-अन्दनीयम्,(अन्दित)-अन्दितः-अन्दिता-अन्दितम्,(अन्दितवत्)-अन्दितवान्-अन्दितवती-अन्दितवत्/अन्दितवद्,(अन्दत्)-अन्दन्-अन्दन्ती-अन्दत्/अन्दद्,(अन्दिष्यत्)-अन्दिष्यन्-अन्दिष्यती/अन्दिष्यन्ती-अन्दिष्यत्/अन्दिष्यद्,(अन्द्यमान)-अन्द्यमानः-अन्द्यमाना-अन्द्यमानम्,(अन्दिष्यमाण)-अन्दिष्यमाणः-अन्दिष्यमाणा-अन्दिष्यमाणम्,(अन्दित्वा)---,(प्रान्द्य)---,(अन्दितुम्)---,(अन्दम्)---,(अन्द)-अन्दः--,[(अन्ति-अन्त्ति)- (-)- (अन्तिः-अन्त्तिः)- (-)],(अन्द)-अन्दः-अन्दा-अन्दम्,(आनन्दिवस्)-आनन्दिवान्-आनन्दुषी-आनन्दिवत्/आनन्दिवद्,,(अन्दमान)-अन्दमानः-अन्दमाना-अन्दमानम्,(अन्दक)-अन्दकः-अन्दिका-अन्दकम्,,,,(अन्दा)--अन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,01.0065,(इन्दन)---इन्दनम्,(इन्दक)-इन्दकः-इन्दिका-इन्दकम्,(इन्दितृ)-इन्दिता-इन्दित्री-इन्दितृ,,(इन्द्य)-इन्द्यः-इन्द्या-इन्द्यम्,(इन्दितव्य)-इन्दितव्यः-इन्दितव्या-इन्दितव्यम्,(इन्दनीय)-इन्दनीयः-इन्दनीया-इन्दनीयम्,(इन्दित)-इन्दितः-इन्दिता-इन्दितम्,(इन्दितवत्)-इन्दितवान्-इन्दितवती-इन्दितवत्/इन्दितवद्,(इन्दत्)-इन्दन्-इन्दन्ती-इन्दत्/इन्दद्,(इन्दिष्यत्)-इन्दिष्यन्-इन्दिष्यती/इन्दिष्यन्ती-इन्दिष्यत्/इन्दिष्यद्,(इन्द्यमान)-इन्द्यमानः-इन्द्यमाना-इन्द्यमानम्,(इन्दिष्यमाण)-इन्दिष्यमाणः-इन्दिष्यमाणा-इन्दिष्यमाणम्,(इन्दित्वा)---,(प्रेन्द्य)---,(इन्दितुम्)---,(इन्दम्)---,(इन्द)-इन्दः--,[(इन्ति-इन्त्ति)- (-)- (इन्तिः-इन्त्तिः)- (-)],(इन्द)-इन्दः-इन्दा-इन्दम्,[(इन्ति-इन्त्ति-इन्दाम्बभूवस्-इन्दामासिवस्-इन्दाञ्चकृवस्)- (--इन्दाम्बभूवान्-इन्दामासिवान्-इन्दाञ्चकृवान्)- (इन्तिः-इन्त्तिः-इन्दाम्बभूषी-इन्दामासुषी-इन्दाञ्चक्रुषी)- (--इन्दाम्बभूवत्/इन्दाम्बभूवद्-इन्दामासिवत्/इन्दामासिवद्-इन्दाञ्चकृवत्/इन्दाञ्चकृवद्)],,(इन्दमान)-इन्दमानः-इन्दमाना-इन्दमानम्,(इन्दक)-इन्दकः-इन्दिका-इन्दकम्,,,,(इन्दा)--इन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,01.0066,(बिन्दन)---बिन्दनम्,(बिन्दक)-बिन्दकः-बिन्दिका-बिन्दकम्,(बिन्दितृ)-बिन्दिता-बिन्दित्री-बिन्दितृ,,(बिन्द्य)-बिन्द्यः-बिन्द्या-बिन्द्यम्,(बिन्दितव्य)-बिन्दितव्यः-बिन्दितव्या-बिन्दितव्यम्,(बिन्दनीय)-बिन्दनीयः-बिन्दनीया-बिन्दनीयम्,(बिन्दित)-बिन्दितः-बिन्दिता-बिन्दितम्,(बिन्दितवत्)-बिन्दितवान्-बिन्दितवती-बिन्दितवत्/बिन्दितवद्,(बिन्दत्)-बिन्दन्-बिन्दन्ती-बिन्दत्/बिन्दद्,(बिन्दिष्यत्)-बिन्दिष्यन्-बिन्दिष्यती/बिन्दिष्यन्ती-बिन्दिष्यत्/बिन्दिष्यद्,(बिन्द्यमान)-बिन्द्यमानः-बिन्द्यमाना-बिन्द्यमानम्,(बिन्दिष्यमाण)-बिन्दिष्यमाणः-बिन्दिष्यमाणा-बिन्दिष्यमाणम्,(बिन्दित्वा)---,(प्रबिन्द्य)---,(बिन्दितुम्)---,(बिन्दम्)---,(बिन्द)-बिन्दः--,[(बिन्ति-बिन्त्ति)- (-)- (बिन्तिः-बिन्त्तिः)- (-)],(बिन्द)-बिन्दः-बिन्दा-बिन्दम्,(बिबिन्द्वस्)-बिबिन्द्वान्-बिबिन्दुषी-बिबिन्द्वत्/बिबिन्द्वद्,,(बिन्दमान)-बिन्दमानः-बिन्दमाना-बिन्दमानम्,(बिन्दक)-बिन्दकः-बिन्दिका-बिन्दकम्,,,,(बिन्दा)--बिन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,01.0067,(भिन्दन)---भिन्दनम्,(भिन्दक)-भिन्दकः-भिन्दिका-भिन्दकम्,(भिन्दितृ)-भिन्दिता-भिन्दित्री-भिन्दितृ,,(भिन्द्य)-भिन्द्यः-भिन्द्या-भिन्द्यम्,(भिन्दितव्य)-भिन्दितव्यः-भिन्दितव्या-भिन्दितव्यम्,(भिन्दनीय)-भिन्दनीयः-भिन्दनीया-भिन्दनीयम्,(भिन्दित)-भिन्दितः-भिन्दिता-भिन्दितम्,(भिन्दितवत्)-भिन्दितवान्-भिन्दितवती-भिन्दितवत्/भिन्दितवद्,(भिन्दत्)-भिन्दन्-भिन्दन्ती-भिन्दत्/भिन्दद्,(भिन्दिष्यत्)-भिन्दिष्यन्-भिन्दिष्यती/भिन्दिष्यन्ती-भिन्दिष्यत्/भिन्दिष्यद्,(भिन्द्यमान)-भिन्द्यमानः-भिन्द्यमाना-भिन्द्यमानम्,(भिन्दिष्यमाण)-भिन्दिष्यमाणः-भिन्दिष्यमाणा-भिन्दिष्यमाणम्,(भिन्दित्वा)---,(प्रभिन्द्य)---,(भिन्दितुम्)---,(भिन्दम्)---,(भिन्द)-भिन्दः--,[(भिन्ति-भिन्त्ति)- (-)- (भिन्तिः-भिन्त्तिः)- (-)],(भिन्द)-भिन्दः-भिन्दा-भिन्दम्,(बिभिन्द्वस्)-बिभिन्द्वान्-बिभिन्दुषी-बिभिन्द्वत्/बिभिन्द्वद्,,(भिन्दमान)-भिन्दमानः-भिन्दमाना-भिन्दमानम्,(भिन्दक)-भिन्दकः-भिन्दिका-भिन्दकम्,,,,(भिन्दा)--भिन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,01.0068,(गण्डन)---गण्डनम्,(गण्डक)-गण्डकः-गण्डिका-गण्डकम्,(गण्डितृ)-गण्डिता-गण्डित्री-गण्डितृ,,(गण्ड्य)-गण्ड्यः-गण्ड्या-गण्ड्यम्,(गण्डितव्य)-गण्डितव्यः-गण्डितव्या-गण्डितव्यम्,(गण्डनीय)-गण्डनीयः-गण्डनीया-गण्डनीयम्,(गण्डित)-गण्डितः-गण्डिता-गण्डितम्,(गण्डितवत्)-गण्डितवान्-गण्डितवती-गण्डितवत्/गण्डितवद्,(गण्डत्)-गण्डन्-गण्डन्ती-गण्डत्/गण्डद्,(गण्डिष्यत्)-गण्डिष्यन्-गण्डिष्यती/गण्डिष्यन्ती-गण्डिष्यत्/गण्डिष्यद्,(गण्ड्यमान)-गण्ड्यमानः-गण्ड्यमाना-गण्ड्यमानम्,(गण्डिष्यमाण)-गण्डिष्यमाणः-गण्डिष्यमाणा-गण्डिष्यमाणम्,(गण्डित्वा)---,(प्रगण्ड्य)---,(गण्डितुम्)---,(गण्डम्)---,(गण्ड)-गण्डः--,[(गण्टि-गण्ट्टि)- (-)- (गण्टिः-गण्ट्टिः)- (-)],(गण्ड)-गण्डः-गण्डा-गण्डम्,(जगण्ड्वस्)-जगण्ड्वान्-जगण्डुषी-जगण्ड्वत्/जगण्ड्वद्,,(गण्डमान)-गण्डमानः-गण्डमाना-गण्डमानम्,(गण्डक)-गण्डकः-गण्डिका-गण्डकम्,,,,(गण्डा)--गण्डा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,01.0069,(निन्दन)---निन्दनम्,(निन्दक)-निन्दकः-निन्दिका-निन्दकम्,(निन्दितृ)-निन्दिता-निन्दित्री-निन्दितृ,,(निन्द्य)-निन्द्यः-निन्द्या-निन्द्यम्,(निन्दितव्य)-निन्दितव्यः-निन्दितव्या-निन्दितव्यम्,(निन्दनीय)-निन्दनीयः-निन्दनीया-निन्दनीयम्,(निन्दित)-निन्दितः-निन्दिता-निन्दितम्,(निन्दितवत्)-निन्दितवान्-निन्दितवती-निन्दितवत्/निन्दितवद्,(निन्दत्)-निन्दन्-निन्दन्ती-निन्दत्/निन्दद्,(निन्दिष्यत्)-निन्दिष्यन्-निन्दिष्यती/निन्दिष्यन्ती-निन्दिष्यत्/निन्दिष्यद्,(निन्द्यमान)-निन्द्यमानः-निन्द्यमाना-निन्द्यमानम्,(निन्दिष्यमाण)-निन्दिष्यमाणः-निन्दिष्यमाणा-निन्दिष्यमाणम्,(निन्दित्वा)---,(प्रणिन्द्य)---,(निन्दितुम्)---,(निन्दम्)---,(निन्द)-निन्दः--,[(निन्ति-निन्त्ति)- (-)- (निन्तिः-निन्त्तिः)- (-)],(निन्द)-निन्दः-निन्दा-निन्दम्,(निनिन्द्वस्)-निनिन्द्वान्-निनिन्दुषी-निनिन्द्वत्/निनिन्द्वद्,,(निन्दमान)-निन्दमानः-निन्दमाना-निन्दमानम्,(निन्दक)-निन्दकः-निन्दिका-निन्दकम्,,,,(निन्दा)--निन्दा-,,,(निन्दक)-निन्दकः-निन्दिका-निन्दकम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,01.0070,(नन्दन)---नन्दनम्,(नन्दक)-नन्दकः-नन्दिका-नन्दकम्,(नन्दितृ)-नन्दिता-नन्दित्री-नन्दितृ,,(नन्द्य)-नन्द्यः-नन्द्या-नन्द्यम्,(नन्दितव्य)-नन्दितव्यः-नन्दितव्या-नन्दितव्यम्,(नन्दनीय)-नन्दनीयः-नन्दनीया-नन्दनीयम्,(नन्दित)-नन्दितः-नन्दिता-नन्दितम्,(नन्दितवत्)-नन्दितवान्-नन्दितवती-नन्दितवत्/नन्दितवद्,(नन्दत्)-नन्दन्-नन्दन्ती-नन्दत्/नन्दद्,(नन्दिष्यत्)-नन्दिष्यन्-नन्दिष्यती/नन्दिष्यन्ती-नन्दिष्यत्/नन्दिष्यद्,(नन्द्यमान)-नन्द्यमानः-नन्द्यमाना-नन्द्यमानम्,(नन्दिष्यमाण)-नन्दिष्यमाणः-नन्दिष्यमाणा-नन्दिष्यमाणम्,(नन्दित्वा)---,(प्रनन्द्य)---,(नन्दितुम्)---,(नन्दम्)---,(नन्द)-नन्दः--,[(नन्ति-नन्त्ति)- (-)- (नन्तिः-नन्त्तिः)- (-)],(नन्द)-नन्दः-नन्दा-नन्दम्,(ननन्द्वस्)-ननन्द्वान्-ननन्दुषी-ननन्द्वत्/ननन्द्वद्,,(नन्दमान)-नन्दमानः-नन्दमाना-नन्दमानम्,(नन्दक)-नन्दकः-नन्दिका-नन्दकम्,,,,(नन्दा)--नन्दा-,,,,(नन्दन)-नन्दनः-नन्दना-नन्दनम्,(नन्दथु)-नन्दथु--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,01.0071,(चन्दन)---चन्दनम्,(चन्दक)-चन्दकः-चन्दिका-चन्दकम्,(चन्दितृ)-चन्दिता-चन्दित्री-चन्दितृ,,(चन्द्य)-चन्द्यः-चन्द्या-चन्द्यम्,(चन्दितव्य)-चन्दितव्यः-चन्दितव्या-चन्दितव्यम्,(चन्दनीय)-चन्दनीयः-चन्दनीया-चन्दनीयम्,(चन्दित)-चन्दितः-चन्दिता-चन्दितम्,(चन्दितवत्)-चन्दितवान्-चन्दितवती-चन्दितवत्/चन्दितवद्,(चन्दत्)-चन्दन्-चन्दन्ती-चन्दत्/चन्दद्,(चन्दिष्यत्)-चन्दिष्यन्-चन्दिष्यती/चन्दिष्यन्ती-चन्दिष्यत्/चन्दिष्यद्,(चन्द्यमान)-चन्द्यमानः-चन्द्यमाना-चन्द्यमानम्,(चन्दिष्यमाण)-चन्दिष्यमाणः-चन्दिष्यमाणा-चन्दिष्यमाणम्,(चन्दित्वा)---,(प्रचन्द्य)---,(चन्दितुम्)---,(चन्दम्)---,(चन्द)-चन्दः--,[(चन्ति-चन्त्ति)- (-)- (चन्तिः-चन्त्तिः)- (-)],(चन्द)-चन्दः-चन्दा-चन्दम्,(चचन्द्वस्)-चचन्द्वान्-चचन्दुषी-चचन्द्वत्/चचन्द्वद्,,(चन्दमान)-चन्दमानः-चन्दमाना-चन्दमानम्,(चन्दक)-चन्दकः-चन्दिका-चन्दकम्,,,,(चन्दा)--चन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,01.0072,(त्रन्दन)---त्रन्दनम्,(त्रन्दक)-त्रन्दकः-त्रन्दिका-त्रन्दकम्,(त्रन्दितृ)-त्रन्दिता-त्रन्दित्री-त्रन्दितृ,,(त्रन्द्य)-त्रन्द्यः-त्रन्द्या-त्रन्द्यम्,(त्रन्दितव्य)-त्रन्दितव्यः-त्रन्दितव्या-त्रन्दितव्यम्,(त्रन्दनीय)-त्रन्दनीयः-त्रन्दनीया-त्रन्दनीयम्,(त्रन्दित)-त्रन्दितः-त्रन्दिता-त्रन्दितम्,(त्रन्दितवत्)-त्रन्दितवान्-त्रन्दितवती-त्रन्दितवत्/त्रन्दितवद्,(त्रन्दत्)-त्रन्दन्-त्रन्दन्ती-त्रन्दत्/त्रन्दद्,(त्रन्दिष्यत्)-त्रन्दिष्यन्-त्रन्दिष्यती/त्रन्दिष्यन्ती-त्रन्दिष्यत्/त्रन्दिष्यद्,(त्रन्द्यमान)-त्रन्द्यमानः-त्रन्द्यमाना-त्रन्द्यमानम्,(त्रन्दिष्यमाण)-त्रन्दिष्यमाणः-त्रन्दिष्यमाणा-त्रन्दिष्यमाणम्,(त्रन्दित्वा)---,(प्रत्रन्द्य)---,(त्रन्दितुम्)---,(त्रन्दम्)---,(त्रन्द)-त्रन्दः--,[(त्रन्ति-त्रन्त्ति)- (-)- (त्रन्तिः-त्रन्त्तिः)- (-)],(त्रन्द)-त्रन्दः-त्रन्दा-त्रन्दम्,(तत्रन्द्वस्)-तत्रन्द्वान्-तत्रन्दुषी-तत्रन्द्वत्/तत्रन्द्वद्,,(त्रन्दमान)-त्रन्दमानः-त्रन्दमाना-त्रन्दमानम्,(त्रन्दक)-त्रन्दकः-त्रन्दिका-त्रन्दकम्,,,,(त्रन्दा)--त्रन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,01.0073,(कन्दन)---कन्दनम्,(कन्दक)-कन्दकः-कन्दिका-कन्दकम्,(कन्दितृ)-कन्दिता-कन्दित्री-कन्दितृ,,(कन्द्य)-कन्द्यः-कन्द्या-कन्द्यम्,(कन्दितव्य)-कन्दितव्यः-कन्दितव्या-कन्दितव्यम्,(कन्दनीय)-कन्दनीयः-कन्दनीया-कन्दनीयम्,(कन्दित)-कन्दितः-कन्दिता-कन्दितम्,(कन्दितवत्)-कन्दितवान्-कन्दितवती-कन्दितवत्/कन्दितवद्,(कन्दत्)-कन्दन्-कन्दन्ती-कन्दत्/कन्दद्,(कन्दिष्यत्)-कन्दिष्यन्-कन्दिष्यती/कन्दिष्यन्ती-कन्दिष्यत्/कन्दिष्यद्,(कन्द्यमान)-कन्द्यमानः-कन्द्यमाना-कन्द्यमानम्,(कन्दिष्यमाण)-कन्दिष्यमाणः-कन्दिष्यमाणा-कन्दिष्यमाणम्,(कन्दित्वा)---,(प्रकन्द्य)---,(कन्दितुम्)---,(कन्दम्)---,(कन्द)-कन्दः--,[(कन्ति-कन्त्ति)- (-)- (कन्तिः-कन्त्तिः)- (-)],(कन्द)-कन्दः-कन्दा-कन्दम्,(चकन्द्वस्)-चकन्द्वान्-चकन्दुषी-चकन्द्वत्/चकन्द्वद्,,(कन्दमान)-कन्दमानः-कन्दमाना-कन्दमानम्,(कन्दक)-कन्दकः-कन्दिका-कन्दकम्,,,,(कन्दा)--कन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,01.0074,(क्रन्दन)---क्रन्दनम्,(क्रन्दक)-क्रन्दकः-क्रन्दिका-क्रन्दकम्,(क्रन्दितृ)-क्रन्दिता-क्रन्दित्री-क्रन्दितृ,,(क्रन्द्य)-क्रन्द्यः-क्रन्द्या-क्रन्द्यम्,(क्रन्दितव्य)-क्रन्दितव्यः-क्रन्दितव्या-क्रन्दितव्यम्,(क्रन्दनीय)-क्रन्दनीयः-क्रन्दनीया-क्रन्दनीयम्,(क्रन्दित)-क्रन्दितः-क्रन्दिता-क्रन्दितम्,(क्रन्दितवत्)-क्रन्दितवान्-क्रन्दितवती-क्रन्दितवत्/क्रन्दितवद्,(क्रन्दत्)-क्रन्दन्-क्रन्दन्ती-क्रन्दत्/क्रन्दद्,(क्रन्दिष्यत्)-क्रन्दिष्यन्-क्रन्दिष्यती/क्रन्दिष्यन्ती-क्रन्दिष्यत्/क्रन्दिष्यद्,(क्रन्द्यमान)-क्रन्द्यमानः-क्रन्द्यमाना-क्रन्द्यमानम्,(क्रन्दिष्यमाण)-क्रन्दिष्यमाणः-क्रन्दिष्यमाणा-क्रन्दिष्यमाणम्,(क्रन्दित्वा)---,(प्रक्रन्द्य)---,(क्रन्दितुम्)---,(क्रन्दम्)---,(क्रन्द)-क्रन्दः--,[(क्रन्ति-क्रन्त्ति)- (-)- (क्रन्तिः-क्रन्त्तिः)- (-)],(क्रन्द)-क्रन्दः-क्रन्दा-क्रन्दम्,(चक्रन्द्वस्)-चक्रन्द्वान्-चक्रन्दुषी-चक्रन्द्वत्/चक्रन्द्वद्,,(क्रन्दमान)-क्रन्दमानः-क्रन्दमाना-क्रन्दमानम्,(क्रन्दक)-क्रन्दकः-क्रन्दिका-क्रन्दकम्,,,,(क्रन्दा)--क्रन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,01.0075,(क्लन्दन)---क्लन्दनम्,(क्लन्दक)-क्लन्दकः-क्लन्दिका-क्लन्दकम्,(क्लन्दितृ)-क्लन्दिता-क्लन्दित्री-क्लन्दितृ,,(क्लन्द्य)-क्लन्द्यः-क्लन्द्या-क्लन्द्यम्,(क्लन्दितव्य)-क्लन्दितव्यः-क्लन्दितव्या-क्लन्दितव्यम्,(क्लन्दनीय)-क्लन्दनीयः-क्लन्दनीया-क्लन्दनीयम्,(क्लन्दित)-क्लन्दितः-क्लन्दिता-क्लन्दितम्,(क्लन्दितवत्)-क्लन्दितवान्-क्लन्दितवती-क्लन्दितवत्/क्लन्दितवद्,(क्लन्दत्)-क्लन्दन्-क्लन्दन्ती-क्लन्दत्/क्लन्दद्,(क्लन्दिष्यत्)-क्लन्दिष्यन्-क्लन्दिष्यती/क्लन्दिष्यन्ती-क्लन्दिष्यत्/क्लन्दिष्यद्,(क्लन्द्यमान)-क्लन्द्यमानः-क्लन्द्यमाना-क्लन्द्यमानम्,(क्लन्दिष्यमाण)-क्लन्दिष्यमाणः-क्लन्दिष्यमाणा-क्लन्दिष्यमाणम्,(क्लन्दित्वा)---,(प्रक्लन्द्य)---,(क्लन्दितुम्)---,(क्लन्दम्)---,(क्लन्द)-क्लन्दः--,[(क्लन्ति-क्लन्त्ति)- (-)- (क्लन्तिः-क्लन्त्तिः)- (-)],(क्लन्द)-क्लन्दः-क्लन्दा-क्लन्दम्,(चक्लन्द्वस्)-चक्लन्द्वान्-चक्लन्दुषी-चक्लन्द्वत्/चक्लन्द्वद्,,(क्लन्दमान)-क्लन्दमानः-क्लन्दमाना-क्लन्दमानम्,(क्लन्दक)-क्लन्दकः-क्लन्दिका-क्लन्दकम्,,,,(क्लन्दा)--क्लन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,01.0076,(क्लिन्दन)---क्लिन्दनम्,(क्लिन्दक)-क्लिन्दकः-क्लिन्दिका-क्लिन्दकम्,(क्लिन्दितृ)-क्लिन्दिता-क्लिन्दित्री-क्लिन्दितृ,,(क्लिन्द्य)-क्लिन्द्यः-क्लिन्द्या-क्लिन्द्यम्,(क्लिन्दितव्य)-क्लिन्दितव्यः-क्लिन्दितव्या-क्लिन्दितव्यम्,(क्लिन्दनीय)-क्लिन्दनीयः-क्लिन्दनीया-क्लिन्दनीयम्,(क्लिन्दित)-क्लिन्दितः-क्लिन्दिता-क्लिन्दितम्,(क्लिन्दितवत्)-क्लिन्दितवान्-क्लिन्दितवती-क्लिन्दितवत्/क्लिन्दितवद्,(क्लिन्दत्)-क्लिन्दन्-क्लिन्दन्ती-क्लिन्दत्/क्लिन्दद्,(क्लिन्दिष्यत्)-क्लिन्दिष्यन्-क्लिन्दिष्यती/क्लिन्दिष्यन्ती-क्लिन्दिष्यत्/क्लिन्दिष्यद्,(क्लिन्द्यमान)-क्लिन्द्यमानः-क्लिन्द्यमाना-क्लिन्द्यमानम्,(क्लिन्दिष्यमाण)-क्लिन्दिष्यमाणः-क्लिन्दिष्यमाणा-क्लिन्दिष्यमाणम्,(क्लिन्दित्वा)---,(प्रक्लिन्द्य)---,(क्लिन्दितुम्)---,(क्लिन्दम्)---,(क्लिन्द)-क्लिन्दः--,[(क्लिन्ति-क्लिन्त्ति)- (-)- (क्लिन्तिः-क्लिन्त्तिः)- (-)],(क्लिन्द)-क्लिन्दः-क्लिन्दा-क्लिन्दम्,(चिक्लिन्द्वस्)-चिक्लिन्द्वान्-चिक्लिन्दुषी-चिक्लिन्द्वत्/चिक्लिन्द्वद्,,(क्लिन्दमान)-क्लिन्दमानः-क्लिन्दमाना-क्लिन्दमानम्,(क्लिन्दक)-क्लिन्दकः-क्लिन्दिका-क्लिन्दकम्,,,,(क्लिन्दा)--क्लिन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
