,id,ल्युट्,ण्वुल्,तृच्,यत्,ण्यत्,तव्य,अनीयर्,क्त,क्तवतु,शतृ,स्य-शतृ,भावकर्म-शानच्,स्य-भावकर्म-शानच्,क्त्वा,ल्यप्,तुमुन्,णमुल्,घञ्,क्तिन्,अच्,क्वसु,उकञ्,चानश्,वुन्,ग्स्नु,शानच्,स्य-शानच्,अ,आरु,नङ्,वुञ्,ल्यु,अथुच्,क्यप्,ण,अङ्,र,अप्,षाकन्,आलुच्,इत्र,क्वरप्,उ,घुरच्,क्मरच्,वरच्,ष्ट्रन्,घिनुण्,क्त्रि,ष्वुन्,ण्युट्,थकन्,शानन्,ङ्वनिप्,कुरच्,नन्,नजिङ्,क्लुकन्,क्रुकन्,क्रु,श,क्नु,अतृन्
10,01.0011,(वन्दन)---वन्दनम्,(वन्दक)-वन्दकः-वन्दिका-वन्दकम्,(वन्दितृ)-वन्दिता-वन्दित्री-वन्दितृ,,(वन्द्य)-वन्द्यः-वन्द्या-वन्द्यम्,(वन्दितव्य)-वन्दितव्यः-वन्दितव्या-वन्दितव्यम्,(वन्दनीय)-वन्दनीयः-वन्दनीया-वन्दनीयम्,(वन्दित)-वन्दितः-वन्दिता-वन्दितम्,(वन्दितवत्)-वन्दितवान्-वन्दितवती-वन्दितवत्/वन्दितवद्,,,(वन्द्यमान)-वन्द्यमानः-वन्द्यमाना-वन्द्यमानम्,(वन्दिष्यमाण)-वन्दिष्यमाणः-वन्दिष्यमाणा-वन्दिष्यमाणम्,(वन्दित्वा)---,(प्रवन्द्य)---,(वन्दितुम्)---,(वन्दम्)---,(वन्द)-वन्दः--,[(वन्ति-वन्त्ति)- (-)- (वन्तिः-वन्त्तिः)- (-)],(वन्द)-वन्दः-वन्दा-वन्दम्,(ववन्द्वस्)-ववन्द्वान्-ववन्दुषी-ववन्द्वत्/ववन्द्वद्,,(वन्दमान)-वन्दमानः-वन्दमाना-वन्दमानम्,(वन्दक)-वन्दकः-वन्दिका-वन्दकम्,,(वन्दमान)-वन्दमानः-वन्दमाना-वन्दमानम्,(वन्दिष्यमाण)-वन्दिष्यमाणः-वन्दिष्यमाणा-वन्दिष्यमाणम्,(वन्दा)--वन्दा-,(वन्दारु)-वन्दारुः-वन्दारुः-वन्दारु,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,01.0012,(भन्दन)---भन्दनम्,(भन्दक)-भन्दकः-भन्दिका-भन्दकम्,(भन्दितृ)-भन्दिता-भन्दित्री-भन्दितृ,,(भन्द्य)-भन्द्यः-भन्द्या-भन्द्यम्,(भन्दितव्य)-भन्दितव्यः-भन्दितव्या-भन्दितव्यम्,(भन्दनीय)-भन्दनीयः-भन्दनीया-भन्दनीयम्,(भन्दित)-भन्दितः-भन्दिता-भन्दितम्,(भन्दितवत्)-भन्दितवान्-भन्दितवती-भन्दितवत्/भन्दितवद्,,,(भन्द्यमान)-भन्द्यमानः-भन्द्यमाना-भन्द्यमानम्,(भन्दिष्यमाण)-भन्दिष्यमाणः-भन्दिष्यमाणा-भन्दिष्यमाणम्,(भन्दित्वा)---,(प्रभन्द्य)---,(भन्दितुम्)---,(भन्दम्)---,(भन्द)-भन्दः--,[(भन्ति-भन्त्ति)- (-)- (भन्तिः-भन्त्तिः)- (-)],(भन्द)-भन्दः-भन्दा-भन्दम्,(बभन्द्वस्)-बभन्द्वान्-बभन्दुषी-बभन्द्वत्/बभन्द्वद्,,(भन्दमान)-भन्दमानः-भन्दमाना-भन्दमानम्,(भन्दक)-भन्दकः-भन्दिका-भन्दकम्,,(भन्दमान)-भन्दमानः-भन्दमाना-भन्दमानम्,(भन्दिष्यमाण)-भन्दिष्यमाणः-भन्दिष्यमाणा-भन्दिष्यमाणम्,(भन्दा)--भन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,01.0013,(मन्दन)---मन्दनम्,(मन्दक)-मन्दकः-मन्दिका-मन्दकम्,(मन्दितृ)-मन्दिता-मन्दित्री-मन्दितृ,,(मन्द्य)-मन्द्यः-मन्द्या-मन्द्यम्,(मन्दितव्य)-मन्दितव्यः-मन्दितव्या-मन्दितव्यम्,(मन्दनीय)-मन्दनीयः-मन्दनीया-मन्दनीयम्,(मन्दित)-मन्दितः-मन्दिता-मन्दितम्,(मन्दितवत्)-मन्दितवान्-मन्दितवती-मन्दितवत्/मन्दितवद्,,,(मन्द्यमान)-मन्द्यमानः-मन्द्यमाना-मन्द्यमानम्,(मन्दिष्यमाण)-मन्दिष्यमाणः-मन्दिष्यमाणा-मन्दिष्यमाणम्,(मन्दित्वा)---,(प्रमन्द्य)---,(मन्दितुम्)---,(मन्दम्)---,(मन्द)-मन्दः--,[(मन्ति-मन्त्ति)- (-)- (मन्तिः-मन्त्तिः)- (-)],(मन्द)-मन्दः-मन्दा-मन्दम्,(ममन्द्वस्)-ममन्द्वान्-ममन्दुषी-ममन्द्वत्/ममन्द्वद्,,(मन्दमान)-मन्दमानः-मन्दमाना-मन्दमानम्,(मन्दक)-मन्दकः-मन्दिका-मन्दकम्,,(मन्दमान)-मन्दमानः-मन्दमाना-मन्दमानम्,(मन्दिष्यमाण)-मन्दिष्यमाणः-मन्दिष्यमाणा-मन्दिष्यमाणम्,(मन्दा)--मन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,01.0014,(स्पन्दन)---स्पन्दनम्,(स्पन्दक)-स्पन्दकः-स्पन्दिका-स्पन्दकम्,(स्पन्दितृ)-स्पन्दिता-स्पन्दित्री-स्पन्दितृ,,(स्पन्द्य)-स्पन्द्यः-स्पन्द्या-स्पन्द्यम्,(स्पन्दितव्य)-स्पन्दितव्यः-स्पन्दितव्या-स्पन्दितव्यम्,(स्पन्दनीय)-स्पन्दनीयः-स्पन्दनीया-स्पन्दनीयम्,(स्पन्दित)-स्पन्दितः-स्पन्दिता-स्पन्दितम्,(स्पन्दितवत्)-स्पन्दितवान्-स्पन्दितवती-स्पन्दितवत्/स्पन्दितवद्,,,(स्पन्द्यमान)-स्पन्द्यमानः-स्पन्द्यमाना-स्पन्द्यमानम्,(स्पन्दिष्यमाण)-स्पन्दिष्यमाणः-स्पन्दिष्यमाणा-स्पन्दिष्यमाणम्,(स्पन्दित्वा)---,(प्रस्पन्द्य)---,(स्पन्दितुम्)---,(स्पन्दम्)---,(स्पन्द)-स्पन्दः--,[(स्पन्ति-स्पन्त्ति)- (-)- (स्पन्तिः-स्पन्त्तिः)- (-)],(स्पन्द)-स्पन्दः-स्पन्दा-स्पन्दम्,(पस्पन्द्वस्)-पस्पन्द्वान्-पस्पन्दुषी-पस्पन्द्वत्/पस्पन्द्वद्,,(स्पन्दमान)-स्पन्दमानः-स्पन्दमाना-स्पन्दमानम्,(स्पन्दक)-स्पन्दकः-स्पन्दिका-स्पन्दकम्,,(स्पन्दमान)-स्पन्दमानः-स्पन्दमाना-स्पन्दमानम्,(स्पन्दिष्यमाण)-स्पन्दिष्यमाणः-स्पन्दिष्यमाणा-स्पन्दिष्यमाणम्,(स्पन्दा)--स्पन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,01.0015,(क्लिन्दन)---क्लिन्दनम्,(क्लिन्दक)-क्लिन्दकः-क्लिन्दिका-क्लिन्दकम्,(क्लिन्दितृ)-क्लिन्दिता-क्लिन्दित्री-क्लिन्दितृ,,(क्लिन्द्य)-क्लिन्द्यः-क्लिन्द्या-क्लिन्द्यम्,(क्लिन्दितव्य)-क्लिन्दितव्यः-क्लिन्दितव्या-क्लिन्दितव्यम्,(क्लिन्दनीय)-क्लिन्दनीयः-क्लिन्दनीया-क्लिन्दनीयम्,(क्लिन्दित)-क्लिन्दितः-क्लिन्दिता-क्लिन्दितम्,(क्लिन्दितवत्)-क्लिन्दितवान्-क्लिन्दितवती-क्लिन्दितवत्/क्लिन्दितवद्,,,(क्लिन्द्यमान)-क्लिन्द्यमानः-क्लिन्द्यमाना-क्लिन्द्यमानम्,(क्लिन्दिष्यमाण)-क्लिन्दिष्यमाणः-क्लिन्दिष्यमाणा-क्लिन्दिष्यमाणम्,(क्लिन्दित्वा)---,(प्रक्लिन्द्य)---,(क्लिन्दितुम्)---,(क्लिन्दम्)---,(क्लिन्द)-क्लिन्दः--,[(क्लिन्ति-क्लिन्त्ति)- (-)- (क्लिन्तिः-क्लिन्त्तिः)- (-)],(क्लिन्द)-क्लिन्दः-क्लिन्दा-क्लिन्दम्,(चिक्लिन्द्वस्)-चिक्लिन्द्वान्-चिक्लिन्दुषी-चिक्लिन्द्वत्/चिक्लिन्द्वद्,,(क्लिन्दमान)-क्लिन्दमानः-क्लिन्दमाना-क्लिन्दमानम्,(क्लिन्दक)-क्लिन्दकः-क्लिन्दिका-क्लिन्दकम्,,(क्लिन्दमान)-क्लिन्दमानः-क्लिन्दमाना-क्लिन्दमानम्,(क्लिन्दिष्यमाण)-क्लिन्दिष्यमाणः-क्लिन्दिष्यमाणा-क्लिन्दिष्यमाणम्,(क्लिन्दा)--क्लिन्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,01.0016,(मोदन)---मोदनम्,(मोदक)-मोदकः-मोदिका-मोदकम्,(मोदितृ)-मोदिता-मोदित्री-मोदितृ,,(मोद्य)-मोद्यः-मोद्या-मोद्यम्,(मोदितव्य)-मोदितव्यः-मोदितव्या-मोदितव्यम्,(मोदनीय)-मोदनीयः-मोदनीया-मोदनीयम्,(मुदित)-मुदितः-मुदिता-मुदितम्,(मुदितवत्)-मुदितवान्-मुदितवती-मुदितवत्/मुदितवद्,,,(मुद्यमान)-मुद्यमानः-मुद्यमाना-मुद्यमानम्,(मोदिष्यमाण)-मोदिष्यमाणः-मोदिष्यमाणा-मोदिष्यमाणम्,[(मुदित्वा-मोदित्वा)- (-)- (-)- (-)],(प्रमुद्य)---,(मोदितुम्)---,(मोदम्)---,(मोद)-मोदः--,(मुत्ति)--मुत्तिः-,,(मुमुद्वस्)-मुमुद्वान्-मुमुदुषी-मुमुद्वत्/मुमुद्वद्,,(मोदमान)-मोदमानः-मोदमाना-मोदमानम्,(मोदक)-मोदकः-मोदिका-मोदकम्,,(मोदमान)-मोदमानः-मोदमाना-मोदमानम्,(मोदिष्यमाण)-मोदिष्यमाणः-मोदिष्यमाणा-मोदिष्यमाणम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,01.0017,(ददन)---ददनम्,(दादक)-दादकः-दादिका-दादकम्,(ददितृ)-ददिता-ददित्री-ददितृ,,(दाद्य)-दाद्यः-दाद्या-दाद्यम्,(ददितव्य)-ददितव्यः-ददितव्या-ददितव्यम्,(ददनीय)-ददनीयः-ददनीया-ददनीयम्,(ददित)-ददितः-ददिता-ददितम्,(ददितवत्)-ददितवान्-ददितवती-ददितवत्/ददितवद्,,,(दद्यमान)-दद्यमानः-दद्यमाना-दद्यमानम्,(ददिष्यमाण)-ददिष्यमाणः-ददिष्यमाणा-ददिष्यमाणम्,(ददित्वा)---,(प्रदद्य)---,(ददितुम्)---,(दादम्)---,(दाद)-दादः--,(दत्ति)--दत्तिः-,(दद)-ददः-ददा-ददम्,(ददद्वस्)-ददद्वान्-दददुषी-ददद्वत्/ददद्वद्,,(ददमान)-ददमानः-ददमाना-ददमानम्,(ददक)-ददकः-ददिका-ददकम्,,(ददमान)-ददमानः-ददमाना-ददमानम्,(ददिष्यमाण)-ददिष्यमाणः-ददिष्यमाणा-ददिष्यमाणम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,01.0018,(स्वदन)---स्वदनम्,(स्वादक)-स्वादकः-स्वादिका-स्वादकम्,(स्वदितृ)-स्वदिता-स्वदित्री-स्वदितृ,,(स्वाद्य)-स्वाद्यः-स्वाद्या-स्वाद्यम्,(स्वदितव्य)-स्वदितव्यः-स्वदितव्या-स्वदितव्यम्,(स्वदनीय)-स्वदनीयः-स्वदनीया-स्वदनीयम्,(स्वदित)-स्वदितः-स्वदिता-स्वदितम्,(स्वदितवत्)-स्वदितवान्-स्वदितवती-स्वदितवत्/स्वदितवद्,,,(स्वद्यमान)-स्वद्यमानः-स्वद्यमाना-स्वद्यमानम्,(स्वदिष्यमाण)-स्वदिष्यमाणः-स्वदिष्यमाणा-स्वदिष्यमाणम्,(स्वदित्वा)---,(प्रस्वद्य)---,(स्वदितुम्)---,(स्वादम्)---,(स्वाद)-स्वादः--,(स्वत्ति)--स्वत्तिः-,(स्वद)-स्वदः-स्वदा-स्वदम्,(सस्वद्वस्)-सस्वद्वान्-सस्वदुषी-सस्वद्वत्/सस्वद्वद्,,(स्वदमान)-स्वदमानः-स्वदमाना-स्वदमानम्,(स्वदक)-स्वदकः-स्वदिका-स्वदकम्,,(स्वदमान)-स्वदमानः-स्वदमाना-स्वदमानम्,(स्वदिष्यमाण)-स्वदिष्यमाणः-स्वदिष्यमाणा-स्वदिष्यमाणम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,01.0019,(स्वर्दन)---स्वर्दनम्,(स्वर्दक)-स्वर्दकः-स्वर्दिका-स्वर्दकम्,(स्वर्दितृ)-स्वर्दिता-स्वर्दित्री-स्वर्दितृ,,(स्वर्द्य)-स्वर्द्यः-स्वर्द्या-स्वर्द्यम्,(स्वर्दितव्य)-स्वर्दितव्यः-स्वर्दितव्या-स्वर्दितव्यम्,(स्वर्दनीय)-स्वर्दनीयः-स्वर्दनीया-स्वर्दनीयम्,(स्वर्दित)-स्वर्दितः-स्वर्दिता-स्वर्दितम्,(स्वर्दितवत्)-स्वर्दितवान्-स्वर्दितवती-स्वर्दितवत्/स्वर्दितवद्,,,(स्वर्द्यमान)-स्वर्द्यमानः-स्वर्द्यमाना-स्वर्द्यमानम्,(स्वर्दिष्यमाण)-स्वर्दिष्यमाणः-स्वर्दिष्यमाणा-स्वर्दिष्यमाणम्,(स्वर्दित्वा)---,(प्रस्वर्द्य)---,(स्वर्दितुम्)---,(स्वर्दम्)---,(स्वर्द)-स्वर्दः--,[(स्वर्ति-स्वर्त्ति)- (-)- (स्वर्तिः-स्वर्त्तिः)- (-)],(स्वर्द)-स्वर्दः-स्वर्दा-स्वर्दम्,(सस्वर्द्वस्)-सस्वर्द्वान्-सस्वर्दुषी-सस्वर्द्वत्/सस्वर्द्वद्,,(स्वर्दमान)-स्वर्दमानः-स्वर्दमाना-स्वर्दमानम्,(स्वर्दक)-स्वर्दकः-स्वर्दिका-स्वर्दकम्,,(स्वर्दमान)-स्वर्दमानः-स्वर्दमाना-स्वर्दमानम्,(स्वर्दिष्यमाण)-स्वर्दिष्यमाणः-स्वर्दिष्यमाणा-स्वर्दिष्यमाणम्,(स्वर्दा)--स्वर्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,01.0020,(ऊर्दन)---ऊर्दनम्,(ऊर्दक)-ऊर्दकः-ऊर्दिका-ऊर्दकम्,(ऊर्दितृ)-ऊर्दिता-ऊर्दित्री-ऊर्दितृ,,(ऊर्द्य)-ऊर्द्यः-ऊर्द्या-ऊर्द्यम्,(ऊर्दितव्य)-ऊर्दितव्यः-ऊर्दितव्या-ऊर्दितव्यम्,(ऊर्दनीय)-ऊर्दनीयः-ऊर्दनीया-ऊर्दनीयम्,(ऊर्दित)-ऊर्दितः-ऊर्दिता-ऊर्दितम्,(ऊर्दितवत्)-ऊर्दितवान्-ऊर्दितवती-ऊर्दितवत्/ऊर्दितवद्,,,(ऊर्द्यमान)-ऊर्द्यमानः-ऊर्द्यमाना-ऊर्द्यमानम्,(ऊर्दिष्यमाण)-ऊर्दिष्यमाणः-ऊर्दिष्यमाणा-ऊर्दिष्यमाणम्,(ऊर्दित्वा)---,(प्रोर्द्य)---,(ऊर्दितुम्)---,(ऊर्दम्)---,(ऊर्द)-ऊर्दः--,[(ऊर्ति-ऊर्त्ति)- (-)- (ऊर्तिः-ऊर्त्तिः)- (-)],(ऊर्द)-ऊर्दः-ऊर्दा-ऊर्दम्,[(ऊर्ति-ऊर्त्ति-ऊर्दाम्बभूवस्-ऊर्दामासिवस्-ऊर्दाञ्चकृवस्)- (--ऊर्दाम्बभूवान्-ऊर्दामासिवान्-ऊर्दाञ्चकृवान्)- (ऊर्तिः-ऊर्त्तिः-ऊर्दाम्बभूषी-ऊर्दामासुषी-ऊर्दाञ्चक्रुषी)- (--ऊर्दाम्बभूवत्/ऊर्दाम्बभूवद्-ऊर्दामासिवत्/ऊर्दामासिवद्-ऊर्दाञ्चकृवत्/ऊर्दाञ्चकृवद्)],,(ऊर्दमान)-ऊर्दमानः-ऊर्दमाना-ऊर्दमानम्,(ऊर्दक)-ऊर्दकः-ऊर्दिका-ऊर्दकम्,,(ऊर्दमान)-ऊर्दमानः-ऊर्दमाना-ऊर्दमानम्,(ऊर्दिष्यमाण)-ऊर्दिष्यमाणः-ऊर्दिष्यमाणा-ऊर्दिष्यमाणम्,(ऊर्दा)--ऊर्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,01.0021,(कूर्दन)---कूर्दनम्,(कूर्दक)-कूर्दकः-कूर्दिका-कूर्दकम्,(कूर्दितृ)-कूर्दिता-कूर्दित्री-कूर्दितृ,,(कूर्द्य)-कूर्द्यः-कूर्द्या-कूर्द्यम्,(कूर्दितव्य)-कूर्दितव्यः-कूर्दितव्या-कूर्दितव्यम्,(कूर्दनीय)-कूर्दनीयः-कूर्दनीया-कूर्दनीयम्,(कूर्दित)-कूर्दितः-कूर्दिता-कूर्दितम्,(कूर्दितवत्)-कूर्दितवान्-कूर्दितवती-कूर्दितवत्/कूर्दितवद्,,,(कूर्द्यमान)-कूर्द्यमानः-कूर्द्यमाना-कूर्द्यमानम्,(कूर्दिष्यमाण)-कूर्दिष्यमाणः-कूर्दिष्यमाणा-कूर्दिष्यमाणम्,(कूर्दित्वा)---,(प्रकूर्द्य)---,(कूर्दितुम्)---,(कूर्दम्)---,(कूर्द)-कूर्दः--,[(कूर्ति-कूर्त्ति)- (-)- (कूर्तिः-कूर्त्तिः)- (-)],(कूर्द)-कूर्दः-कूर्दा-कूर्दम्,(चुकूर्द्वस्)-चुकूर्द्वान्-चुकूर्दुषी-चुकूर्द्वत्/चुकूर्द्वद्,,(कूर्दमान)-कूर्दमानः-कूर्दमाना-कूर्दमानम्,(कूर्दक)-कूर्दकः-कूर्दिका-कूर्दकम्,,(कूर्दमान)-कूर्दमानः-कूर्दमाना-कूर्दमानम्,(कूर्दिष्यमाण)-कूर्दिष्यमाणः-कूर्दिष्यमाणा-कूर्दिष्यमाणम्,(कूर्दा)--कूर्दा-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
